"tplace","fplace","id","from","to","fid","tid","fpid","tpi","date","lang","archive","year","flat","flng","tlat","tlng"
" "," s.l.",4883,"DANTISCUS Ioannes","Albrecht I von Hohenzollern-Ansbach",1,18,3,0,"1547-06-30","German","GStA PK",1547,NA,NA,NA,NA
" "," s.l.",6174,"HELM Lukas","DANTISCUS Ioannes",523,1,3,0,"1538-12-31","German","AAWO",1538,NA,NA,NA,NA
" "," s.l.",921,"DIETZ Jost Ludwig","DANTISCUS Ioannes",70,1,3,0,"1533-03-27","Latin","AAWO",1533,NA,NA,NA,NA
" "," s.l.",3977,"DANTISCUS Ioannes","WERDEN Johann von",1,9,3,0,"1537-11-11","German","AAWO",1537,NA,NA,NA,NA
" ","Cracow",2110,"NIBSCHITZ Nikolaus","DANTISCUS Ioannes",10,1,2,0,"1539-03-16","German","BCz",1539,50.06465,19.94498,NA,NA
" "," s.l.",2025,"BAYSEN Georg von","DANTISCUS Ioannes",144,1,3,0,"1539-12-11","German","BCz",1539,NA,NA,NA,NA
" "," s.l.",6197,"CHOJEŃSKI Jan","DANTISCUS Ioannes",100,1,3,0,"1535-10-27","Latin","BCz",1535,NA,NA,NA,NA
" "," s.l.",4871,"Albrecht I von Hohenzollern-Ansbach","BAYSEN Georg von",18,16,3,0,"1534-06-18","German","GStA PK",1534,NA,NA,NA,NA
" "," s.l.",3934,"DANTISCUS Ioannes","HÖFEN Georg von",1,341,3,0,"1542-09-13","German","AAWO",1542,NA,NA,NA,NA
" "," s.l.",5071,"DANTISCUS Ioannes","Albrecht I von Hohenzollern-Ansbach",1,18,3,0,"1541-08-12","German","GStA PK",1541,NA,NA,NA,NA
" "," s.l.",5611,"MALON","DANTISCUS Ioannes",1251,1,3,0,"1527-07-27","Latin","AAWO",1527,NA,NA,NA,NA
" "," s.l.",6206,"DANTISCUS Ioannes","Albrecht I von Hohenzollern-Ansbach",1,18,3,0,"1542-12-19","German","GStA PK",1542,NA,NA,NA,NA
" "," s.l.",2999,"DANTISCUS Ioannes","PACKUSS Hans",1,829,3,0,"1546-09-20","German","AAWO",1546,NA,NA,NA,NA
" "," s.l.",3000,"DANTISCUS Ioannes","LOHMÜLLER Johann",1,134,3,0,"1546-09-22","German","AAWO",1546,NA,NA,NA,NA
" "," s.l.",3094,"DANTISCUS Ioannes","HOZJUSZ Stanisław",1,8,3,0,"1547-05-27","Latin","AAWO",1547,NA,NA,NA,NA
" "," s.l.",5759,"VALDÉS Alfonso de","DANTISCUS Ioannes",59,1,3,0,"1529-04-30","Latin","BK",1529,NA,NA,NA,NA
" "," s.l.",560,"TOMICKI Piotr","DANTISCUS Ioannes",69,1,3,0,"1530-11-01","Latin","",1530,NA,NA,NA,NA
" "," s.l.",5870,"FASOLT Paul","DANTISCUS Ioannes",572,1,3,0,"1532-12-31","German","AAWO",1532,NA,NA,NA,NA
" "," s.l.",6306,"WELAUN Paul","DANTISCUS Ioannes",19,1,3,0,"1535-03-31","German","AAWO",1535,NA,NA,NA,NA
" "," s.l.",2017,"Niklas von Rawsk","DANTISCUS Ioannes",346,1,3,0,"1538-12-16","German","BCz",1538,NA,NA,NA,NA
" "," s.l.",6037,"ZEHMEN Achatius von","DANTISCUS Ioannes",16,1,3,0,"1536-12-31","German","AAWO",1536,NA,NA,NA,NA
" "," s.l.",6246,"DANTISCUS Ioannes","Gdańsk, town council",1,991,3,0,"1500-12-31","German","APG",1500,NA,NA,NA,NA
" "," s.l.",6354,"ZZZZZUNK","DANTISCUS Ioannes",943,1,3,0,"1548-06-02","German","",1548,NA,NA,NA,NA
" "," s.l.",3084,"DANTISCUS Ioannes","ZZZZZUNK",1,943,3,0,"1547-04-30","German","AAWO",1547,NA,NA,NA,NA
" "," s.l.",3338,"DANTISCUS Ioannes","ZEHMEN Achatius von",1,16,3,0,"1548-01-31","German","AAWO",1548,NA,NA,NA,NA
" "," s.l.",5764,"VALDÉS Alfonso de","DANTISCUS Ioannes",59,1,3,0,"1530-11-28","Latin","BK",1530,NA,NA,NA,NA
" ","Guttstadt",4915,"DANTISCUS Ioannes","Albrecht I von Hohenzollern-Ansbach",1,18,10,0,"1547-07-14","German","GStA PK",1547,NA,NA,NA,NA
" "," s.l.",4543,"WERDEN Johann von","DANTISCUS Ioannes",9,1,3,0,"1536-04-22","German","AAWO",1536,NA,NA,NA,NA
" "," s.l.",3074,"DANTISCUS Ioannes","SCHEWECKE Georg",1,33,3,0,"1547-04-06","German","AAWO",1547,NA,NA,NA,NA
" "," s.l.",3190,"DANTISCUS Ioannes","FRIEDWALD Nikolaus",1,303,3,0,"1547-08-11","German","AAWO",1547,NA,NA,NA,NA
" "," s.l.",4056,"DANTISCUS Ioannes","HANNAU Valentin",1,862,3,0,"1545-06-27","German","AAWO",1545,NA,NA,NA,NA
" "," s.l.",6344,"DOBNECK Johann","DANTISCUS Ioannes",940,1,3,0,"1537-02-07","Latin","",1537,NA,NA,NA,NA
" "," s.l.",5617,"ZEHMEN Achatius von","DANTISCUS Ioannes",16,1,3,0,"1536-04-11","German","AAWO",1536,NA,NA,NA,NA
" "," s.l.",4165,"ZZZZZUNK","DANTISCUS Ioannes",943,1,3,0,"1536-02-01","Latin","GStA PK",1536,NA,NA,NA,NA
" "," s.l.",731,"CARONDELET Jean","DANTISCUS Ioannes",161,1,3,0,"1531-12-26","Latin","UUB",1531,NA,NA,NA,NA
" "," s.l.",6313,"DANTISCUS Ioannes","Ferdinand I von Habsburg",1,194,3,0,"1530-07-31","Latin","BCz",1530,NA,NA,NA,NA
" "," s.l.",732,"Ernst von Bayern","DANTISCUS Ioannes",265,1,3,0,"1531-12-31","Latin","BCz",1531,NA,NA,NA,NA
" "," s.l.",5752,"VALDÉS Alfonso de","DANTISCUS Ioannes",59,1,3,0,"1528-12-13","Latin","BK",1528,NA,NA,NA,NA
" "," s.l.",3402,"DANTISCUS Ioannes","WERDEN Johann von",1,9,3,0,"1548-07-03","German","AAWO",1548,NA,NA,NA,NA
" "," s.l.",5614,"ZZZZZUNK","DANTISCUS Ioannes",943,1,3,0,"1537-03-26","Latin","AAWO",1537,NA,NA,NA,NA
" "," s.l.",4506,"NIPSZYC Marcin","DANTISCUS Ioannes",142,1,3,0,"1537-08-19","Latin","AAWO",1537,NA,NA,NA,NA
" "," s.l.",2024,"Niklas von Rawsk","DANTISCUS Ioannes",346,1,3,0,"1539-01-18","German","BCz",1539,NA,NA,NA,NA
" "," s.l.",5793,"VALDÉS Alfonso de","DANTISCUS Ioannes",59,1,3,0,"1530-04-18","Latin","BK",1530,NA,NA,NA,NA
" "," s.l.",4164,"ZZZZZUNK","DANTISCUS Ioannes",943,1,3,0,"1538-09-15","German","GStA PK",1538,NA,NA,NA,NA
" "," s.l.",3067,"DANTISCUS Ioannes","MACIEJOWSKI Samuel",1,38,3,0,"1547-03-25","Latin","AAWO",1547,NA,NA,NA,NA
" "," s.l.",3071,"DANTISCUS Ioannes","KRANCH Hans",1,494,3,0,"1547-04-04","German","AAWO",1547,NA,NA,NA,NA
" "," s.l.",2908,"ZZZZZUNK","DANTISCUS Ioannes",943,1,3,0,"1546-04-05","Latin","AAWO",1546,NA,NA,NA,NA
" "," s.l.",3188,"DANTISCUS Ioannes","WERDEN Johann von",1,9,3,0,"1547-08-11","German","AAWO",1547,NA,NA,NA,NA
" "," s.l.",3082,"DANTISCUS Ioannes","LUSIAN Johann von",16,307,3,0,"1547-04-26","Latin","AAWO",1547,NA,NA,NA,NA
" "," s.l.",4529,"ZEHMEN Achatius von","DANTISCUS Ioannes",16,1,3,0,"1534-04-03","German","AAWO",1534,NA,NA,NA,NA
" "," s.l.",1490,"DANTISCUS Ioannes","WERDEN Johann von",1,9,3,0,"1536-06-21","German","BCz",1536,NA,NA,NA,NA
" "," s.l.",1067,"ZZZZZUNK","DANTISCUS Ioannes",943,1,3,0,"1534-12-31","Latin","BK",1534,NA,NA,NA,NA
" "," s.l.",3189,"DANTISCUS Ioannes","Elbing, town council",1,984,3,0,"1547-08-11","German","AAWO",1547,NA,NA,NA,NA
" "," s.l.",5441,"DANTISCUS Ioannes","Albrecht I von Hohenzollern-Ansbach",1,18,3,0,"1534-12-31","German","GStA PK",1534,NA,NA,NA,NA
" "," s.l.",5792,"VALDÉS Alfonso de","DANTISCUS Ioannes",59,1,3,0,"1530-11-28","Latin","BK",1530,NA,NA,NA,NA
" "," s.l.",2153,"Albrecht I von Hohenzollern-Ansbach","DANTISCUS Ioannes",18,1,3,0,"1543-12-06","German","AAWO",1543,NA,NA,NA,NA
" ","Heilsberg",2880,"DANTISCUS Ioannes","ZZZZZUNK",1,943,1,0,"1545-10-28","Latin","AAWO",1545,54.130825,20.5672699,NA,NA
" ","Cracow",5873,"NIBSCHITZ Nikolaus","DANTISCUS Ioannes",10,1,2,0,"1532-05-03","German","AAWO",1532,50.06465,19.94498,NA,NA
" ","Żnin",3663,"LATALSKI Janusz","DANTISCUS Ioannes",407,1,303,0,"1538-05-30","Latin","BCz",1538,NA,NA,NA,NA
" ","Åbo",1285,"REYNECK Johann","DANTISCUS Ioannes",197,1,168,0,"1535-02-28","Latin","AAWO",1535,NA,NA,NA,NA
" ","Cracow",4082,"Sigismund I  Jagiellon","DANTISCUS Ioannes",24,1,2,0,"1545-03-28","Latin","AAWO",1545,50.06465,19.94498,NA,NA
" ","Łowicz",6223,"DZIERZGOWSKI Mikołaj","DANTISCUS Ioannes",530,1,19,0,"1547-08-03","Latin","BCz",1547,NA,NA,NA,NA
" ","Łowicz",1049,"DRZEWICKI Maciej","DANTISCUS Ioannes",67,1,19,0,"1533-11-30","Latin","BCz",1533,NA,NA,NA,NA
" ","Łowicz",3572,"DRZEWICKI Maciej","DANTISCUS Ioannes",67,1,19,0,"1533-08-21","Latin","BCz",1533,NA,NA,NA,NA
" ","Łowicz",973,"DRZEWICKI Maciej","DANTISCUS Ioannes",67,1,19,0,"1533-07-06","Latin","BCz",1533,NA,NA,NA,NA
" ","Łowicz",1412,"KRZYCKI Andrzej","DANTISCUS Ioannes",75,1,19,0,"1536-02-13","Latin","BCz",1536,NA,NA,NA,NA
" ","Łowicz",1039,"DRZEWICKI Maciej","DANTISCUS Ioannes",67,1,19,0,"1533-11-13","Latin","BCz",1533,NA,NA,NA,NA
" ","Łowicz",1426,"KRZYCKI Andrzej","DANTISCUS Ioannes",75,1,19,0,"1536-03-06","Latin","BCz",1536,NA,NA,NA,NA
" ","Łowicz",1427,"KRZYCKI Andrzej","DANTISCUS Ioannes",75,1,19,0,"1536-03-06","Latin","BCz",1536,NA,NA,NA,NA
" ","Łowicz",1531,"KRZYCKI Andrzej","DANTISCUS Ioannes",75,1,19,0,"1536-08-23","Latin","AAWO",1536,NA,NA,NA,NA
" ","Łowicz",5493,"KRZYCKI Andrzej","DANTISCUS Ioannes",75,1,19,0,"1536-01-15","Latin","AAWO",1536,NA,NA,NA,NA
" ","Łowicz",1311,"DRZEWICKI Maciej","DANTISCUS Ioannes",67,1,19,0,"1535-06-09","Latin","BCz",1535,NA,NA,NA,NA
" ","Abach",5804,"Henry III of Nassau-Breda","DANTISCUS Ioannes",306,1,401,0,"1532-07-06","German","BJ",1532,NA,NA,NA,NA
" ","Aderburg",6249,"Albrecht I von Hohenzollern-Ansbach","DANTISCUS Ioannes",18,1,420,0,"1530-04-13","German","B. PAU-PAN",1530,NA,NA,NA,NA
" ","Adrianople",5645,"GRABKOWSKI Stanisław","DANTISCUS Ioannes",548,1,390,0,"1539-02-23","Polish","AAWO",1539,NA,NA,NA,NA
" ","Aix-la-Chapelle",578,"DANTISCUS Ioannes","Sigismund I  Jagiellon",1,24,91,0,"1531-01-13","Latin","BNW",1531,50.775346,6.083887,NA,NA
" ","Allenstein",5813,"TRENCK Achatius","DANTISCUS Ioannes",138,1,113,0,"1538-10-07","Latin","BK",1538,53.778422,20.480119,NA,NA
" ","Heilsberg",1856,"DANTISCUS Ioannes","Ermland, Chapter",1,985,1,0,"1538-05-23","Latin","BCz",1538,54.130825,20.5672699,NA,NA
" ","Allenstein",764,"TRENCK Achatius","DANTISCUS Ioannes",138,1,113,0,"1537-03-14","Latin","BCz",1537,53.778422,20.480119,NA,NA
" ","Allenstein",1791,"TRENCK Achatius","DANTISCUS Ioannes",138,1,113,0,"1537-11-16","Latin","BK",1537,53.778422,20.480119,NA,NA
" ","Allenstein",2019,"TRENCK Achatius","DANTISCUS Ioannes",138,1,113,0,"1538-12-20","Latin","BCz",1538,53.778422,20.480119,NA,NA
" ","Allenstein",2224,"TRENCK Achatius","DANTISCUS Ioannes",138,1,113,0,"1539-09-13","Latin","BCz",1539,53.778422,20.480119,NA,NA
" ","Allenstein",5613,"TRENCK Achatius","DANTISCUS Ioannes",138,1,113,0,"1537-12-05","Latin","AAWO",1537,53.778422,20.480119,NA,NA
" ","Allenstein",3457,"TRENCK Achatius","DANTISCUS Ioannes",138,1,113,0,"1537-08-05","Latin","BCz",1537,53.778422,20.480119,NA,NA
" ","Allenstein",1533,"TRENCK Achatius","DANTISCUS Ioannes",138,1,113,0,"1536-09-02","Latin","AAWO",1536,53.778422,20.480119,NA,NA
" ","Allenstein",1819,"DANTISCUS Ioannes","GIESE Tiedemann",1,275,113,0,"1537-12-16","Latin","BCz",1537,53.778422,20.480119,NA,NA
" ","Allenstein",2381,"DANTISCUS Ioannes","KONOPAT Georg von sr.",1,148,113,0,"1541-01-23","German","BCz",1541,53.778422,20.480119,NA,NA
" ","Allenstein",5456,"TREGER Heinrich","DANTISCUS Ioannes",517,1,113,0,"1542-11-01","Latin","GStA PK",1542,53.778422,20.480119,NA,NA
" ","Allenstein",1703,"TRENCK Achatius","DANTISCUS Ioannes",138,1,113,0,"1537-09-07","Latin","BK",1537,53.778422,20.480119,NA,NA
" ","Allenstein",2210,"TRENCK Achatius","DANTISCUS Ioannes",138,1,113,0,"1539-08-12","Latin","BCz",1539,53.778422,20.480119,NA,NA
" ","Cracow",5992,"HEGEL Georg","DANTISCUS Ioannes",31,1,2,0,"1533-11-04","German","AAWO",1533,50.06465,19.94498,NA,NA
" ","Allenstein",2158,"TRENCK Achatius","DANTISCUS Ioannes",138,1,113,0,"1539-06-01","Latin","BCz",1539,53.778422,20.480119,NA,NA
" ","Allenstein",1989,"TRENCK Achatius","DANTISCUS Ioannes",138,1,113,0,"1538-11-16","Latin","BCz",1538,53.778422,20.480119,NA,NA
" ","Allenstein",1872,"DANTISCUS Ioannes","GIESE Tiedemann",1,275,113,0,"1538-07-13","Latin","BCz",1538,53.778422,20.480119,NA,NA
" ","Heilsberg",1296,"FERBER Mauritius","DANTISCUS Ioannes",32,1,1,0,"1535-04-11","Latin","AAWO",1535,54.130825,20.5672699,NA,NA
" ","Allenstein",4821,"DANTISCUS Ioannes","Ermland, Chapter",1,985,113,0,"1541-01-24","Latin","GStA PK",1541,53.778422,20.480119,NA,NA
" ","Allenstein",1168,"TRENCK Achatius","DANTISCUS Ioannes",138,1,113,0,"1534-06-02","Latin","AAWO",1534,53.778422,20.480119,NA,NA
" ","Allenstein",2221,"TRENCK Achatius","DANTISCUS Ioannes",138,1,113,0,"1539-09-04","Latin","BCz",1539,53.778422,20.480119,NA,NA
" ","Allenstein",3621,"TRENCK Achatius","DANTISCUS Ioannes",138,1,113,0,"1538-02-16","Latin","BCz",1538,53.778422,20.480119,NA,NA
" ","Allenstein",1650,"TRENCK Achatius","DANTISCUS Ioannes",138,1,113,0,"1537-06-15","Latin","AAWO",1537,53.778422,20.480119,NA,NA
" ","Heilsberg",4140,"DANTISCUS Ioannes","Wartenburg, town council",1,1013,1,0,"1539-09-17","German","AAWO",1539,54.130825,20.5672699,NA,NA
" ","Althausen",2229,"GIESE Tiedemann","DANTISCUS Ioannes",275,1,80,0,"1539-09-25","Latin","BCz",1539,50.247964,10.230344,NA,NA
" ","Althausen",4013,"DANTISCUS Ioannes","WERDEN Johann von",1,9,80,0,"1536-04-24","German","AAWO",1536,50.247964,10.230344,NA,NA
" ","Althausen",4014,"DANTISCUS Ioannes","PLATEN Mathias",1,37,80,0,"1536-04-23","German","AAWO",1536,50.247964,10.230344,NA,NA
" ","Althausen",3639,"Thomas of Bydgoszcz","DANTISCUS Ioannes",650,1,80,0,"1538-04-04","Latin","BCz",1538,50.247964,10.230344,NA,NA
" ","Althausen",1441,"DANTISCUS Ioannes","MAGNUS Ioannes",1,132,80,0,"1536-04-23","Latin","BCz",1536,50.247964,10.230344,NA,NA
" ","Althausen",1445,"DANTISCUS Ioannes","Maciej, Abbot in Koronowo",1,133,80,0,"1536-05-04","Latin","BCz",1536,50.247964,10.230344,NA,NA
" ","Heilsberg",3875,"DANTISCUS Ioannes","Baltazar of Lublin",1,319,1,0,"1539-08-01","Latin","AAWO",1539,54.130825,20.5672699,NA,NA
" ","Althausen",3671,"GIESE Tiedemann","DANTISCUS Ioannes",275,1,80,0,"1538-06-21","Latin","BCz",1538,50.247964,10.230344,NA,NA
" ","Althausen",1320,"DANTISCUS Ioannes","TOMICKI Piotr",1,69,80,0,"1535-06-19","Latin","BNW",1535,50.247964,10.230344,NA,NA
" ","Althausen",1662,"Thomas of Bydgoszcz","DANTISCUS Ioannes",650,1,80,0,"1537-07-08","Latin","AAWO",1537,50.247964,10.230344,NA,NA
" ","Althausen",1446,"DANTISCUS Ioannes","LUSIAN Johann von",1,307,80,0,"1536-05-04","German","BCz",1536,50.247964,10.230344,NA,NA
" ","Althausen",3616,"Thomas of Bydgoszcz","DANTISCUS Ioannes",650,1,80,0,"1538-02-12","Latin","BCz",1538,50.247964,10.230344,NA,NA
" ","Althausen",1758,"Thomas of Bydgoszcz","DANTISCUS Ioannes",650,1,80,0,"1537-11-02","Latin","AAWO",1537,50.247964,10.230344,NA,NA
" ","Althausen",4517,"Thomas of Bydgoszcz","DANTISCUS Ioannes",650,1,80,0,"1537-12-14","Latin","AAWO",1537,50.247964,10.230344,NA,NA
" ","Heilsberg",5274,"DANTISCUS Ioannes","Albrecht I von Hohenzollern-Ansbach",275,18,1,0,"1542-01-05","German","",1542,54.130825,20.5672699,NA,NA
" ","Althausen",4012,"DANTISCUS Ioannes","BAYSEN Georg von",1,144,80,0,"1536-04-24","German","AAWO",1536,50.247964,10.230344,NA,NA
" ","Althausen",5481,"DANTISCUS Ioannes","Albrecht I von Hohenzollern-Ansbach",1,18,80,0,"1532-09-25","German","GStA PK",1532,50.247964,10.230344,NA,NA
" ","Althausen",835,"DANTISCUS Ioannes","Sigismund I  Jagiellon",1,24,80,0,"1532-09-24","Latin","BJ",1532,50.247964,10.230344,NA,NA
" ","Heilsberg",4825,"DANTISCUS Ioannes","Ermland, Chapter",1,985,1,0,"1541-04-21","Latin","GStA PK",1541,54.130825,20.5672699,NA,NA
" ","Althausen",834,"DANTISCUS Ioannes","TOMICKI Piotr",1,69,80,0,"1532-09-24","Latin","BNW",1532,50.247964,10.230344,NA,NA
" ","Althausen",3648,"Baltazar of Lublin","DANTISCUS Ioannes",319,1,80,0,"1538-05-02","Latin","BCz",1538,50.247964,10.230344,NA,NA
" ","Althausen",4015,"DANTISCUS Ioannes","WERDEN Johann von",1,9,80,0,"1536-04-23","German","AAWO",1536,50.247964,10.230344,NA,NA
" ","Althausen",5565,"HANNAU Simon","DANTISCUS Ioannes",425,1,80,0,"1537-04-13","German","AAWO",1537,50.247964,10.230344,NA,NA
" ","Althausen",5482,"DANTISCUS Ioannes","Albrecht I von Hohenzollern-Ansbach",1,18,80,0,"1535-06-10","German","GStA PK",1535,50.247964,10.230344,NA,NA
" ","Althausen",3599,"Thomas of Bydgoszcz","DANTISCUS Ioannes",650,1,80,0,"1538-02-01","Latin","BCz",1538,50.247964,10.230344,NA,NA
" ","Amberg",1009,"Friedrich II von Wittelsbach","DANTISCUS Ioannes",208,1,146,0,"1533-09-26","German","AAWO",1533,NA,NA,NA,NA
" ","Heilsberg",2373,"DANTISCUS Ioannes","Braunsberg, town council",1,976,1,0,"1541-07-05","German","BCz",1541,54.130825,20.5672699,NA,NA
" ","Amsterdam",2272,"BARTHEN Jakob","DANTISCUS Ioannes",13,1,105,0,"1540-02-08","Latin","BCz",1540,52.370216,4.895168,NA,NA
" ","Andernach",795,"COLDITZ Melchior","DANTISCUS Ioannes",199,1,114,0,"1532-06-10","German","AAWO",1532,NA,NA,NA,NA
" ","Cracow",1747,"HANNAU Kaspar","DANTISCUS Ioannes",210,1,2,0,"1537-10-14","Latin","AAWO",1537,50.06465,19.94498,NA,NA
" ","Cracow",864,"CHOJEŃSKI Jan","DANTISCUS Ioannes",100,1,2,0,"1532-12-18","Latin","AAWO",1532,50.06465,19.94498,NA,NA
" ","Heilsberg",2086,"DANTISCUS Ioannes","GIESE Tiedemann",1,275,1,0,"1539-03-04","Latin","BCz",1539,54.130825,20.5672699,NA,NA
" ","Ansbach",3685,"KLINGENBECK Georg","DANTISCUS Ioannes",143,1,305,0,"1530-07-23","German","BCz",1530,49.300425,10.571936,NA,NA
" ","Cracow",5534,"HEGEL Georg","DANTISCUS Ioannes",31,1,2,0,"1537-10-13","German","AAWO",1537,50.06465,19.94498,NA,NA
" ","Heilsberg",97,"DANTISCUS Ioannes","LUSIAN Johann von",1,307,1,0,"1547-02-06","German","AAWO",1547,54.130825,20.5672699,NA,NA
" ","Ansbach",3686,"KLINGENBECK Georg","DANTISCUS Ioannes",143,1,305,0,"1530-07-24","German","BCz",1530,49.300425,10.571936,NA,NA
" ","Ansbach",3687,"KLINGENBECK Georg","DANTISCUS Ioannes",143,1,305,0,"1530-07-31","German","BCz",1530,49.300425,10.571936,NA,NA
" ","Ansbach",6286,"KLINGENBECK Georg","Albrecht von Hohenzollern",143,576,305,0,"1530-08-21","German","GStA PK",1530,49.300425,10.571936,NA,NA
" ","Heilsberg",3773,"HÖFEN Bernhard von","DANTISCUS Ioannes",266,1,1,0,"1538-02-12","German","BCz",1538,54.130825,20.5672699,NA,NA
" ","Heilsberg",5299,"DANTISCUS Ioannes","Albrecht I von Hohenzollern-Ansbach",1,18,1,0,"1543-04-04","German","GStA PK",1543,54.130825,20.5672699,NA,NA
" ","Heilsberg",1850,"DANTISCUS Ioannes","Ermland, Chapter",1,985,1,0,"1538-04-28","Latin","",1538,54.130825,20.5672699,NA,NA
" ","Cracow",2166,"Bona  Sforza","DANTISCUS Ioannes",7,1,2,0,"1539-06-19","Latin","BCz",1539,50.06465,19.94498,NA,NA
" ","Cracow",5957,"HEGEL Georg","DANTISCUS Ioannes",31,1,2,0,"1539-03-18","German","AAWO",1539,50.06465,19.94498,NA,NA
" ","Heilsberg",4145,"DANTISCUS Ioannes","Braunsberg, town council",1,976,1,0,"1539-06-03","German","AAWO",1539,54.130825,20.5672699,NA,NA
" ","Antwerp",841,"WUNDIGT Christoph","DANTISCUS Ioannes",184,1,38,0,"1532-06-23","German","AAWO",1532,51.219448,4.402464,NA,NA
" ","Antwerp",5847,"RES Heinrich von","DANTISCUS Ioannes",127,1,38,0,"1531-07-24","Low German","AAWO",1531,51.219448,4.402464,NA,NA
" ","Naples",5802,"Isabella d'Aragona","DANTISCUS Ioannes",66,1,14,0,"1519-05-28","Latin","BJ",1519,40.8539343,14.2466023,NA,NA
" ","Antwerp",3712,"CYPSER Stanisław","DANTISCUS Ioannes",259,1,38,0,"1531-07-26","German","BCz",1531,51.219448,4.402464,NA,NA
" ","Antwerp",1050,"WERNER Franz","DANTISCUS Ioannes",200,1,38,0,"1533-12-01","German","AAWO",1533,51.219448,4.402464,NA,NA
" ","Cracow",3583,"BONER Seweryn","DANTISCUS Ioannes",242,1,2,0,"1534-04-12","Latin","BCz",1534,50.06465,19.94498,NA,NA
" ","Antwerp",5863,"RES Heinrich von","DANTISCUS Ioannes",127,1,38,0,"1532-01-17","Low German","AAWO",1532,51.219448,4.402464,NA,NA
" ","Cracow",4566,"WEZE Johan","DANTISCUS Ioannes",82,1,2,0,"1538-03-22","Latin","AAWO",1538,50.06465,19.94498,NA,NA
" ","Cracow",5986,"HEGEL Georg","DANTISCUS Ioannes",31,1,2,0,"1533-05-16","German","AAWO",1533,50.06465,19.94498,NA,NA
" ","Antwerp",164,"DANTISCUS Ioannes","TOMICKI Piotr",1,69,38,0,"1522-09-18","Latin","BNW",1522,51.219448,4.402464,NA,NA
" ","Antwerp",3710,"CYPSER Stanisław","DANTISCUS Ioannes",259,1,38,0,"1531-07-02","German","BCz",1531,51.219448,4.402464,NA,NA
" ","Antwerp",163,"DANTISCUS Ioannes","Sigismund I  Jagiellon",1,24,38,0,"1522-09-18","Latin","BNW",1522,51.219448,4.402464,NA,NA
" ","Antwerp",681,"CYPSER Stanisław","DANTISCUS Ioannes",259,1,38,0,"1531-09-09","Latin","BCz",1531,51.219448,4.402464,NA,NA
" ","Heilsberg",2451,"DANTISCUS Ioannes","WERDEN Johann von",1,9,1,0,"1541-07-09","German","BCz",1541,54.130825,20.5672699,NA,NA
" ","Heilsberg",4824,"DANTISCUS Ioannes","Ermland, Chapter",1,985,1,0,"1541-04-08","Latin","GStA PK",1541,54.130825,20.5672699,NA,NA
" ","Antwerp",5167,"WERNER Franz","DANTISCUS Ioannes",200,1,38,0,"1534-06-22","German","AAWO",1534,51.219448,4.402464,NA,NA
" ","Cracow",2147,"Bona  Sforza","DANTISCUS Ioannes",7,1,2,0,"1539-05-03","Latin","BCz",1539,50.06465,19.94498,NA,NA
" ","Heilsberg",5228,"DANTISCUS Ioannes","Albrecht I von Hohenzollern-Ansbach",1,18,1,0,"1539-12-12","German","GStA PK",1539,54.130825,20.5672699,NA,NA
" ","Antwerp",6003,"HALLER Wolfgang von Hallerstein","DANTISCUS Ioannes",247,1,38,0,"1534-08-06","German","AAWO",1534,51.219448,4.402464,NA,NA
" ","Heilsberg",3557,"FERBER Mauritius","DANTISCUS Ioannes",32,1,1,0,"1533-02-10","Latin","BCz",1533,54.130825,20.5672699,NA,NA
" ","Antwerp",5515,"WERNER Franz","DANTISCUS Ioannes",200,1,38,0,"1534-06-10","German","AAWO",1534,51.219448,4.402464,NA,NA
" ","Heilsberg",2372,"DANTISCUS Ioannes","ZZZZZUNK",1,943,1,0,"1541-07-17","Latin","BCz",1541,54.130825,20.5672699,NA,NA
" ","Antwerp",974,"WERNER Franz","DANTISCUS Ioannes",200,1,38,0,"1533-07-08","German","AAWO",1533,51.219448,4.402464,NA,NA
" ","Heilsberg",3045,"DANTISCUS Ioannes","TRENCK Achatius",1,138,1,0,"1547-02-20","Latin","AAWO",1547,54.130825,20.5672699,NA,NA
" ","Heilsberg",3945,"DANTISCUS Ioannes","SCHEWECKE Georg",1,33,1,0,"1542-04-20","German","AAWO",1542,54.130825,20.5672699,NA,NA
" ","Antwerp",625,"RES Heinrich von","DANTISCUS Ioannes",127,1,38,0,"1531-05-15","Low German","AAWO",1531,51.219448,4.402464,NA,NA
" ","Antwerp",6077,"HÖRL Veit","DANTISCUS Ioannes",499,1,38,0,"1537-09-07","German","AAWO",1537,51.219448,4.402464,NA,NA
" ","Heilsberg",3050,"DANTISCUS Ioannes","Thorn, town council",1,1010,1,0,"1547-02-25","German","AAWO",1547,54.130825,20.5672699,NA,NA
" ","Antwerp",3519,"CYPSER Stanisław","DANTISCUS Ioannes",259,1,38,0,"1531-07-20","Latin","BCz",1531,51.219448,4.402464,NA,NA
" ","Heilsberg",4072,"DANTISCUS Ioannes","Braunsberg, town council",1,976,1,0,"1545-04-03","German","AAWO",1545,54.130825,20.5672699,NA,NA
" ","Heilsberg",3954,"DANTISCUS Ioannes","PREUCKEN Georg von",1,320,1,0,"1543-11-13","German","AAWO",1543,54.130825,20.5672699,NA,NA
" ","Heilsberg",3436,"DANTISCUS Ioannes","ZEHMEN Achatius von",1,16,1,0,"1548-08-26","German","AAWO",1548,54.130825,20.5672699,NA,NA
